Nombre;Tipo de evento;Fecha inicio evento;Lenguajes del evento;Nombre lugar;Municipio;Pais
Pottoroak;Concierto;28/08/2018;Euskera;Poterneko Lorategiak;Bayonne;Francia
Pottoroak;Concierto;07/08/2018;Euskera;Poterneko Lorategiak;Bayonne;Francia
Presentacion del libro Rendez-vous au Pays Basque;Conferencia;09/04/2018;Euskera;Musee Basque (Museo Vasco de Bayona);Bayonne;Francia
Presentacion del libro Sublimes produits;otros;20/06/2018;Euskera;Baionako Elkar Aretoa;Bayonne;Francia
Proyeccion del documental Gurean;Proyeccion audiovisual;14/04/2018;Euskera;Epaiska;Bayonne;Francia
Sagarno Eguna;otros;02/06/2018;Euskera;Elkarteen Etxea;Bayonne;Francia
Saio zero;Danza;22/06/2018;Euskera;Theatre de Bayonne Scène Nationale Bayonne-Sud-Aquitain;Bayonne;Francia
Saioa;Concierto;15/06/2018;Euskera;;Bayonne;Francia
Santi DDC + INRI;Concierto;21/06/2018;Euskera;;Bayonne;Francia
Santi DDC Akustik;Concierto;17/11/2018;Euskera;;Bayonne;Francia
Sesion de firmas del libro Ces lieux qui nous racontent le Pays Basque de Itxaro Borda;otros;15/09/2018;Euskera / Espanyol;Baionako Elkar Aretoa;Bayonne;Francia
Skabidean;Concierto;29/07/2018;Euskera;Patxa plaza;Bayonne;Francia
Soka;Danza;10/08/2018;Euskera;;Bayonne;Francia
Soka, miradas a la danza vasca;Exposicion;16/03/2018;Euskera;Arteen Erdigunea - Bigarren estaiako erakusgela;Bayonne;Francia
Solasaldia Sistiagarekin;otros;19/10/2018;Euskera;;Bayonne;Francia
Sutagar - Joseph Le Hibou - DJ Bull;Concierto;27/01/2018;Euskera;;Bayonne;Francia
Ternuara joan-etorria filma;Proyeccion audiovisual;08/09/2018;Euskera;Musee Basque (Museo Vasco de Bayona);Bayonne;Francia
The Disappointments + Naragansett + Le Wonk + System D;Concierto;24/03/2018;Espanyol;Le Magneto Aretoa;Bayonne;Francia
The Frog Runners + Fetiche + Broken Brothers Brass Band + Vladimir Congo;Concierto;23/03/2018;Espanyol;Le Magneto Aretoa;Bayonne;Francia
Thierry Truffaut Ihauteriko asealdia;Conferencia;10/02/2018;Frances;;Bayonne;Francia
Topaketa Mikel Hiribarren-ekin;Conferencia;06/10/2018;Euskera;;Bayonne;Francia
Txistularien elkarretaratzea;Festivales (Gazteinformazioa);24/11/2018;Euskera;;Bayonne;Francia
Visita a la exposicion Hitz-Enea, con Sustrai Colina;Conferencia;03/05/2018;Euskera;Musee Basque (Museo Vasco de Bayona);Bayonne;Francia
Willis Drummond;Concierto;26/07/2018;Euskera;Patxa plaza;Bayonne;Francia
Willis Drummond;Concierto;10/02/2018;Euskera;;Bayonne;Francia
Xabaltx;Concierto;24/02/2018;Euskera;;Bayonne;Francia
Xabier Paya Ruiz: Ahozko euskal literatura: generoak eta adibideak;Conferencia;11/01/2018;Euskera;Musee Basque (Museo Vasco de Bayona);Bayonne;Francia
Xaramela;Concierto;30/08/2018;Euskera;;Bayonne;Francia
Xaramela;Concierto;26/07/2018;Euskera;;Bayonne;Francia
Xaramela;Concierto;29/09/2018;Euskera;Katedrala;Bayonne;Francia
Xaramela korua;Concierto;21/06/2018;Euskera;Musee Basque (Museo Vasco de Bayona);Bayonne;Francia
Xarles Bidegain: Ahozkotasunaz bi gogoeta;otros;14/06/2018;Euskera;Musee Basque (Museo Vasco de Bayona);Bayonne;Francia
Xilaba Taldekako Bertsolari Txapelketa 2018 - Bigarren finalerdia (Baiona);Bertsolarismo;24/11/2018;Euskera;;Bayonne;Francia
Zazpi senideko;Teatro;30/03/2018;Euskera;Etxepare lizeoa;Bayonne;Francia
Zirtzilen gaua;otros;02/02/2018;Euskera;;Bayonne;Francia
Zirtzilen gaua;otros;02/02/2018;Euskera;Espainiako Atean;Bayonne;Francia
Zoo + Suaia & Ama Rebel + 2ZIo;Concierto;27/07/2018;Euskera;Patxa plaza;Bayonne;Francia
Zortzi;Concierto;21/09/2018;Euskera;;Bayonne;Francia
Zortzi taldea;Concierto;05/10/2018;Euskera;;Bayonne;Francia
Libertimendua Bankan;otros;18/03/2018;Euskera;;Banca;Francia
Marijane Minaberri eskolaren estreinatzea;otros;03/11/2018;Euskera;;Banca;Francia
Santibate Bankatik Urepelera;otros;10/03/2018;Euskera;;Banca;Francia
Marrazkeraz (Marrazkilari Euskaldunon topagunea): Zuberoako Maskaradak;otros;01/04/2018;Euskera;;Barcus;Francia
Maskarada Barkoxen;Teatro;01/04/2018;Euskera;;Barcus;Francia
Natxo de Felipe Eta oskorri sortu zen;otros;10/02/2018;Euskera;;Barcus;Francia
Biez Bat - Enara;Concierto;23/08/2018;Euskera;;Bassussarry;Francia
Biez Bat + Larrun Kanta;Concierto;12/07/2018;Euskera;;Bassussarry;Francia
Biez Bat + Lau Haize;Concierto;26/07/2018;Euskera;Eliza;Bassussarry;Francia
Biez Bat + Mendixola;Concierto;19/07/2018;Euskera;;Bassussarry;Francia
Patrick Larcebal-en margo erakusketa;Exposicion;02/07/2018;Euskera;;Bassussarry;Francia
Patxi Perez: Dantza Pikoren historia;Conferencia;10/03/2018;Euskera;;Bassussarry;Francia
Zanpantzarren auzia;Danza;17/03/2018;Euskera;;Bassussarry;Francia
Kanta Hergarai + Menditarrak;Concierto;30/11/2018;Euskera;;Behorleguy;Francia
Antton Larrandaburu & Bitxiloreak;Concierto;29/09/2018;Euskera;;Briscous;Francia
Eguberriko kantaldia;Concierto;22/12/2018;Euskera;;Briscous;Francia
Estitxu;Proyeccion audiovisual;27/01/2018;Euskera;Bixintxo gela;Briscous;Francia
oinak Arin;Danza;04/08/2018;Euskera;;Briscous;Francia
oinak Arin-eko haurrak;Danza;29/04/2018;Euskera;;Briscous;Francia
oroitzen naizeino;Teatro;10/11/2018;Euskera;Bixintxo kultur gunea;Briscous;Francia
Pauline & Juliette;Concierto;05/05/2018;Euskera;Kultur gunea;Briscous;Francia
Soinubila-ren kultura astea;Concierto;03/04/2018;Euskera;;Briscous;Francia
Artha;Danza;11/09/2018;Espanyol;Le Colisee;Biarritz;Francia
Aukeran 20 urte;Danza;08/11/2018;Espanyol;Casino Municipal de Biarritz - Salle du Theatre;Biarritz;Francia
Basahaideak dokumentala;Proyeccion audiovisual;23/01/2018;Euskera;;Biarritz;Francia
Benyat Zintzo-Garmendia Euskal ihauteriak;Conferencia;27/01/2018;Euskera;;Biarritz;Francia
Bi Harriz Lau Xori 2018;Festivales (Gazteinformazioa);20/03/2018;Euskera;;Biarritz;Francia
Biarritzeko Ihauteriak 2018;otros;02/02/2018;Euskera;;Biarritz;Francia
Bihotzak Suhar / Brule mon c?ur;otros;09/03/2018;Euskera / Espanyol;Mediateka;Biarritz;Francia
Bihotzez;Concierto;19/06/2018;Euskera;;Biarritz;Francia
Bribes et Reminiscences, exposicion de Christiane Giraud;Exposicion;07/06/2018;Espanyol;Miladiko etorbidea, 49;Biarritz;Francia
Carpenter Brut + GosT;Concierto;09/11/2018;Espanyol;Atabal;Biarritz;Francia
Claude Labat olentzero;Conferencia;21/12/2018;Euskera;;Biarritz;Francia
Dena istorio;Actividad infantil;07/03/2018;Euskera;;Biarritz;Francia
Documental Estitxu, Beskoitzeko urretxindorra;Proyeccion audiovisual;04/10/2018;Euskera;Mediateca de Biarritz;Biarritz;Francia
Erritu;Danza;05/11/2018;Espanyol;Casino Municipal de Biarritz - Salle du Theatre;Biarritz;Francia
Etchevers-en bideak, exposicion de Christine Etchevers;Exposicion;29/09/2018;Espanyol;Santa Eugenia elizapea;Biarritz;Francia
Euskal Hitzorduak 2018;Festivales (Gazteinformazioa);02/11/2018;Euskera;;Biarritz;Francia
Euskal jantzien erakusketa;Exposicion;02/11/2018;Espanyol;Casino Municipal de Biarritz - Salle du Theatre;Biarritz;Francia
Euskara, ikastetxetik plazara;Curso-taller;21/09/2018;Euskera;;Biarritz;Francia
Fermin Muguruza & The suicide of western culture + 2ZIo;Concierto;19/05/2018;Euskera;Atabal;Biarritz;Francia
Festival Ravel 2018;Festivales (Gazteinformazioa);26/08/2018;Espanyol;;Biarritz;Francia
Fred Fort + Daniel Bellanger Euskal Herriko Latsagiak;otros;20/09/2018;Euskera;;Biarritz;Francia
Haurrei euskaraz irakurri;otros;22/09/2018;Euskera;Mediateca de Biarritz;Biarritz;Francia
Hozkailua;Teatro;23/03/2018;Euskera;Le Colisee;Biarritz;Francia
Hozkailua;Teatro;22/03/2018;Euskera;Le Colisee;Biarritz;Francia
Idazketa kluba;otros;14/06/2018;Euskera;;Biarritz;Francia
Idazketa Kluba: Bea Salaberrirekin, Baionak ez daki liburuaren inguruan;Conferencia;18/10/2018;Euskera;Mediateka;Biarritz;Francia
Ikusezina ikusi;Exposicion;17/05/2018;Euskera;;Biarritz;Francia
Ipar eta Hegoaldeko dantzariek nola elgar aberasten duten;otros;10/11/2018;Euskera;;Biarritz;Francia
Itzaletik at, exposicion de Zigor;Exposicion;01/03/2018;Euskera;Mediateka;Biarritz;Francia
Izpiliku sasi gibelean gordeturik, Cyranok lixibaren usain ona zuen;Teatro;20/03/2018;Euskera;Le Colisee;Biarritz;Francia
Jendeak;Teatro;27/04/2018;Euskera;Mediateka;Biarritz;Francia
Kantalasai;Concierto;02/12/2018;Euskera;;Biarritz;Francia
Kautere Balet;Danza;11/11/2018;Espanyol;Plaza Berri;Biarritz;Francia
King Khan & the Shrines + Kepa;Concierto;31/05/2018;Espanyol;Atabal;Biarritz;Francia
Laida pilota;Bertsolarismo;09/11/2018;Euskera;;Biarritz;Francia
Lekeitioak;Danza;24/03/2018;Espanyol;Le Colisee;Biarritz;Francia
Lurrama 2018;otros;16/11/2018;Euskera;;Biarritz;Francia
Maitaldia 2018 - Le Temps dAimer la Danse;Festivales (Gazteinformazioa);07/09/2018;Espanyol;;Biarritz;Francia
Manuel Urtizberea: oldarra, historia bat, izpiritu bat;Conferencia;01/06/2018;Euskera;;Biarritz;Francia
Maritzuli Konpainia: Ezpata Dantza;Danza;11/11/2018;Espanyol;Kaleetan;Biarritz;Francia
Metaforas de agua;Exposicion;06/12/2018;Euskera / Espanyol;Galerie - editions du cote;Biarritz;Francia
Mintzalasai 2018;otros;01/09/2018;Euskera;Biarritz, Angelu eta Baiona;Biarritz;Francia
Mintzalasai besta;otros;30/09/2018;Euskera;;Biarritz;Francia
Mutxikoak;Danza;30/09/2018;Euskera;;Biarritz;Francia
Mutxikoak Biarritzen;Danza;25/11/2018;Euskera;;Biarritz;Francia
Mutxikoak Biarritzen;Danza;07/10/2018;Euskera;;Biarritz;Francia
Mutxikoak Biarritzen;Danza;02/09/2018;Euskera;;Biarritz;Francia
Mutxikoak Biarritzen;Danza;05/08/2018;Euskera;;Biarritz;Francia
Mutxikoak Biarritzen;Danza;01/07/2018;Euskera;;Biarritz;Francia
Mutxikoak Biarritzen;Danza;03/06/2018;Euskera;;Biarritz;Francia
Mutxikoak Biarritzen;Danza;06/05/2018;Euskera;Kasinoaren aitzinean;Biarritz;Francia
Mutxikoak Biarritzen;Danza;04/03/2018;Euskera;;Biarritz;Francia
Mutxikoak Biarritzen;Danza;04/02/2018;Euskera;;Biarritz;Francia
Mutxikoen gaua;Danza;03/11/2018;Euskera;;Biarritz;Francia
Neskatoak;Proyeccion audiovisual;25/10/2018;Euskera;Mediateka;Biarritz;Francia
Nola aberasten diote elkarri Iparraldeko eta Hegoaldeko dantzariek?;Conferencia;10/11/2018;Espanyol;Casino Municipal de Biarritz - Salle du Theatre;Biarritz;Francia
oldarra;Concierto;27/10/2018;Euskera;;Biarritz;Francia
oldarra;Concierto;20/08/2018;Euskera;Iglesia de Santa Eugenia;Biarritz;Francia
oldarra;Concierto;23/07/2018;Euskera;;Biarritz;Francia
oldarra;Concierto;26/05/2018;Euskera;;Biarritz;Francia
oldarra;Concierto;25/06/2018;Euskera;Santa Eugenia eliza;Biarritz;Francia
oldarra;Concierto;12/09/2018;Euskera;Santa Eukenia eliza;Biarritz;Francia
oldarra;Concierto;03/09/2018;Euskera;Santa Eugenia plaza;Biarritz;Francia
oldarra + Garaizarko Matsorriak + Veteraner Ur orphei Drangar;Concierto;13/10/2018;Euskera;San Josepe eliza;Biarritz;Francia
oroitzen naizeino;Teatro;24/05/2018;Euskera;Mediatekako Entzutegia;Biarritz;Francia
orquesta Sinfonica de Euskadi y Malandain Ballet Biarritz: Marie Antoinette;Danza;16/11/2018;Espanyol;Gare du Midi Biarritz;Biarritz;Francia
Roger Courtois, Arnaud Etchamendy & Dominique Davant « Eta euskarak hizkuntza indo-europearrak esplikatzen balitu ?;Conferencia;12/04/2018;Euskera;;Biarritz;Francia
Saio zero;Danza;07/11/2018;Euskera;Casino Municipal de Biarritz - Salle du Theatre;Biarritz;Francia
Screen Man;Actividad infantil;25/04/2018;Euskera;Theatre des Decouvertes;Biarritz;Francia
Seun Kuti & Egypt 80 + Amorante;Concierto;22/03/2018;Euskera;Atabal;Biarritz;Francia
Sick of It All + Who I Am + Missile;Concierto;10/11/2018;Espanyol;Atabal;Biarritz;Francia
Solstafir + Kontinuum + Louise Lemon;Concierto;06/12/2018;Espanyol;Atabal;Biarritz;Francia
Su Ta Gar + Iron & Maider + The Hellectric Devilz;Concierto;15/12/2018;Euskera;Atabal;Biarritz;Francia
Topa.K - Dialogue;Danza;11/11/2018;Espanyol;Plaza Berri;Biarritz;Francia
Topaketa Juan Karlos Lopez Mugartza-rekin;otros;19/04/2018;Euskera;;Biarritz;Francia
Topaketa Zigor-ekin;Conferencia;21/03/2018;Euskera;;Biarritz;Francia
Zigor. Itzalean ikusi;Exposicion;17/02/2018;Euskera;Le Bellevue;Biarritz;Francia
Zigor. Itzaletik at;Exposicion;01/03/2018;Euskera;Mediateka;Biarritz;Francia
Zigorrekin mintzo;Conferencia;21/03/2018;Euskera;Mediateka;Biarritz;Francia
Zortzi bikotea;Concierto;02/02/2018;Euskera;;Biarritz;Francia
Jendeak;Teatro;14/10/2018;Euskera;Arrume gela;Bidarray;Francia
Jendeak;Teatro;25/02/2018;Euskera;Arrume gela;Bidarray;Francia
Argileak;Concierto;08/05/2018;Euskera;;Bidart;Francia
Bidarten Kantuz;Concierto;02/06/2018;Euskera;;Bidart;Francia
Bidarten Kantuz;Concierto;05/05/2018;Euskera;;Bidart;Francia
Bidarten Kantuz;Concierto;13/01/2018;Euskera;;Bidart;Francia
Bidarten Kantuz;Danza;08/12/2018;Euskera;;Bidart;Francia
Bihotzez;Concierto;10/09/2018;Euskera;Iglesia;Bidart;Francia
Bihotzez;Concierto;11/07/2018;Euskera;;Bidart;Francia
Boga Boga;Concierto;27/09/2018;Euskera;;Bidart;Francia
Boga Boga;Concierto;18/09/2018;Euskera;;Bidart;Francia
Boga Boga;Concierto;06/09/2018;Euskera;Iglesia;Bidart;Francia
Boga Boga;Concierto;30/08/2018;Euskera;;Bidart;Francia
Boga Boga;Concierto;28/06/2018;Euskera;Eliza;Bidart;Francia
Boga Boga;Concierto;05/07/2018;Euskera;;Bidart;Francia
Boga Boga;Concierto;14/06/2018;Euskera;;Bidart;Francia
Boga Boga;Concierto;07/06/2018;Euskera;;Bidart;Francia
Boga Boga;Concierto;31/05/2018;Euskera;;Bidart;Francia
Boga Boga;Concierto;17/05/2018;Euskera;;Bidart;Francia
Goiz Argi dantza taldea;Danza;29/08/2018;Euskera;;Bidart;Francia
Jokoz Kanpo;Teatro;06/04/2018;Euskera;Theatre Beheria;Bidart;Francia
Mutxikoak Bidarten;Danza;11/11/2018;Euskera;;Bidart;Francia
Pantxoa Carrère;Concierto;20/09/2018;Euskera;;Bidart;Francia
Patxi eta Konpainia;Concierto;01/05/2018;Euskera;Herriko Etxeko plaza;Bidart;Francia
Xinkako dantza taldea;Danza;26/08/2018;Euskera;;Bidart;Francia
Michel Fenasse-Amat: Aria Pirenèus;Concierto;17/08/2018;Euskera;Gaztelua;Bidache;Francia
Barnekaldeko irakurleen kluba;otros;23/02/2018;Euskera;;Viodos-Abense-de-Bas;Francia
Barnekaldeko irakurleen kluba;otros;29/01/2018;Euskera;;Viodos-Abense-de-Bas;Francia
Exposicion fotografica Ellas, tambien (#theytoo);Exposicion;11/08/2018;Espanyol;Avda. Gasteiz, 85. Junto al Palacio de Congresos Europa;Viodos-Abense-de-Bas;Francia
Biriatuko Ikastolaren aldeko bertso-saioa;Bertsolarismo;04/03/2018;Euskera;Elizan;Biriatou;Francia
organik orkeztra Beraz;Concierto;24/05/2018;Euskera;;Boucau;Francia
New House + Zezenaren Taldea;Concierto;20/07/2018;Euskera;;Bunus;Francia
Laborarien Toberak;Teatro;15/12/2018;Euskera;;Saint-Just-Ibarre;Francia
Ahoz;Concierto;30/08/2018;Euskera;;Saint-Palais;Francia
Alaiak;Concierto;13/10/2018;Euskera;;Saint-Palais;Francia
Antton Larrandaburu & Bitxiloreak;Concierto;28/09/2018;Euskera;;Saint-Palais;Francia
Antton Larrandaburu & Bitxiloreak - Patxi & Konpania - Niko Etxart - Maialen Errotabehere;Concierto;22/07/2018;Euskera;Merkatuko plaza;Saint-Palais;Francia
Basque Selfie;Proyeccion audiovisual;25/11/2018;Euskera;Saint Louis zinema gela;Saint-Palais;Francia
Begirada 2018 - Exposiciones fotograficas;Exposicion;02/06/2018;Euskera;;Saint-Palais;Francia
Benito Lertxundi;Concierto;23/07/2018;Euskera;Airetik Gela;Saint-Palais;Francia
Bertso sariketa: Irati Alcantarilla + Txaber Altube + Jokin Bergara + Jon Gurrutxaga Urbieta + Sarai Robles + Ane Zuazubizkar Inyarra;Bertsolarismo;21/09/2018;Euskera;;Saint-Palais;Francia
Bertso-saioa: Amets Arzallus + Ramuntxo Christy;Bertsolarismo;22/07/2018;Euskera;"""Gozo gose"" jatetxea";Saint-Palais;Francia
Charla de Asisko Urmeneta: Eusklabo alaiak;Conferencia;22/02/2018;Euskera;Herri elkargoko gela nagusia - Auzitegi karrika;Saint-Palais;Francia
Claude Labat Uraren mitologia, bi munduren arteko zubi bat;Conferencia;19/05/2018;Euskera;;Saint-Palais;Francia
Enyaut Etxamendi : Euskara eta hizkuntza indo-europearrak;Conferencia;14/06/2018;Euskera;;Saint-Palais;Francia
Frikun + En Tol Sarmiento;Concierto;21/07/2018;Euskera;;Saint-Palais;Francia
Gaelle Larroude + Menditarrak + Etxart ahizpak;Concierto;26/05/2018;Euskera;Saint-Louis gela;Saint-Palais;Francia
Gogotik;Concierto;25/08/2018;Euskera;;Saint-Palais;Francia
Gure oroitzapenak;Proyeccion audiovisual;11/10/2018;Euskera;Saint Louis zinegela;Saint-Palais;Francia
Hernandorena Bertsu Sariketa 2018: 2. kanporaketa;Bertsolarismo;21/09/2018;Euskera;Aldaka gaztetxea;Saint-Palais;Francia
Izturitzeko topaketak;Conferencia;20/10/2018;Euskera;;Saint-Palais;Francia
Jean Errecart eta Amikuzeren bilakaera;Conferencia;15/02/2018;Euskera;;Saint-Palais;Francia
Laida pilota;Danza;30/06/2018;Euskera;Airetik gela;Saint-Palais;Francia
Libertimendua Donapaleun;otros;25/02/2018;Euskera;;Saint-Palais;Francia
Mai da bai (eta ezetzik ez dago);Proyeccion audiovisual;25/11/2018;Euskera;Saint Louis zinema gela;Saint-Palais;Francia
Malandain Ballet Biarritz: Nocturnes + La Mort du Cygne + Une dernière chanson;Danza;17/03/2018;Euskera;Saint Louis gela;Saint-Palais;Francia
Margolaria;Proyeccion audiovisual;25/11/2018;Euskera;Saint Louis zinema gela;Saint-Palais;Francia
Nola egin laguntzaileak biltzeko, mobilizatzeko eta atxikitzeko? informazio gaualdia;otros;03/07/2018;Euskera;;Saint-Palais;Francia
oihergiko Kunttea;Teatro;11/05/2018;Euskera;;Saint-Palais;Francia
olentzero erakusketa;Exposicion;01/12/2018;Euskera;Mediateka;Saint-Palais;Francia
ozenki;Concierto;28/07/2018;Euskera;Merkatu estalia;Saint-Palais;Francia
Pauline & Juliette;Concierto;03/03/2018;Euskera;;Saint-Palais;Francia
Saio zero;Danza;28/09/2018;Euskera;Saint-Louis aretoa;Saint-Palais;Francia
Santibate Donapaleun;otros;03/02/2018;Euskera;Merkatu plaza;Saint-Palais;Francia
Zinegin 2018;Festivales (Gazteinformazioa);22/11/2018;Euskera;;Saint-Palais;Francia
Arraga;Concierto;26/08/2018;Euskera;;Saint-Jean-le-Vieux;Francia
Nekez Ari - otxote ortzi;Concierto;27/05/2018;Euskera;;Saint-Jean-le-Vieux;Francia
Alex Artzelus Garaziko euskara;Conferencia;30/11/2018;Euskera;;Saint-Jean-Pied-de-Port;Francia
Ametsa abesbatza;Concierto;23/12/2018;Euskera;;Saint-Jean-Pied-de-Port;Francia
Arte Garaikideko Sorkuntza Gaztea - Itzal Aktiboa saria;Exposicion;06/10/2018;Euskera;Apezpikuen Presondegia;Saint-Jean-Pied-de-Port;Francia
Benito Lertxundi;Concierto;27/10/2018;Euskera;Jai Alai;Saint-Jean-Pied-de-Port;Francia
Bilau + Pelax;Concierto;04/05/2018;Euskera;Garaziko Gaztetxea;Saint-Jean-Pied-de-Port;Francia
Burgaintzi dantza taldea;Danza;26/07/2018;Euskera;Merkatu estalia;Saint-Jean-Pied-de-Port;Francia
Cuentacuentos con Xan Errotabehere;Actividad infantil;15/02/2018;Euskera;Donibane Garaziko mediateka;Saint-Jean-Pied-de-Port;Francia
Dantzari ttiki;Festivales (Gazteinformazioa);08/05/2018;Euskera;;Saint-Jean-Pied-de-Port;Francia
Etxe ikurretatik? Les linteaux basques nous parlent;Exposicion;06/03/2018;Euskera;Herriko Etxea;Saint-Jean-Pied-de-Port;Francia
Garaziko Ihauteriak 2018;otros;17/02/2018;Euskera;Jai Alaia / Merkatua;Saint-Jean-Pied-de-Port;Francia
Gazte Artea 2018 - Garazi;Exposicion;06/10/2018;Espanyol;Apezpikuen Presondegia;Saint-Jean-Pied-de-Port;Francia
GazteArtea Garazin;Exposicion;06/10/2018;Espanyol;Apezpikuen Presondegia;Saint-Jean-Pied-de-Port;Francia
Gogotik;Concierto;14/08/2018;Euskera;;Saint-Jean-Pied-de-Port;Francia
Gogotik;Concierto;14/08/2018;Euskera;Iglesia;Saint-Jean-Pied-de-Port;Francia
Gogotik;Concierto;17/07/2018;Euskera;Iglesia;Saint-Jean-Pied-de-Port;Francia
Gogotik + Giroussens;Concierto;08/09/2018;Euskera;Iglesia;Saint-Jean-Pied-de-Port;Francia
HaizEgoa;Concierto;03/07/2018;Euskera;;Saint-Jean-Pied-de-Port;Francia
Itsasoa;Concierto;20/05/2018;Euskera;;Saint-Jean-Pied-de-Port;Francia
Izar Hitza;Concierto;25/09/2018;Euskera;;Saint-Jean-Pied-de-Port;Francia
Jornada profesional sobre el comic en euskera;otros;07/06/2018;Euskera;Mediateka;Saint-Jean-Pied-de-Port;Francia
KUP Taldea;Concierto;15/09/2018;Euskera;Eliza;Saint-Jean-Pied-de-Port;Francia
Lapurtarrak;Concierto;18/09/2018;Euskera;Iglesia;Saint-Jean-Pied-de-Port;Francia
Lapurtarrak abesbatza;Concierto;12/06/2018;Euskera;Eliza;Saint-Jean-Pied-de-Port;Francia
Libertimendua Donibane Garazin;otros;11/02/2018;Euskera;;Saint-Jean-Pied-de-Port;Francia
Lune de Miel + Kalikotx;Teatro;04/11/2018;Euskera;;Saint-Jean-Pied-de-Port;Francia
Marythe Avella Artista baten begirada euskal atalburuetaz;otros;09/03/2018;Euskera;;Saint-Jean-Pied-de-Port;Francia
Mice;Concierto;08/04/2018;Euskera;Garaziko Gaztetxea;Saint-Jean-Pied-de-Port;Francia
Musikaren Besta Donibane Garazin;Concierto;23/06/2018;Euskera;;Saint-Jean-Pied-de-Port;Francia
Mutxikoak Angelun;Danza;18/02/2018;Euskera;5 kantoinetako plaza;Saint-Jean-Pied-de-Port;Francia
Nekez Ari;Concierto;21/08/2018;Euskera;;Saint-Jean-Pied-de-Port;Francia
Nekez Ari;Concierto;10/07/2018;Euskera;;Saint-Jean-Pied-de-Port;Francia
Nekez Ari;Concierto;24/07/2018;Euskera;Eliza;Saint-Jean-Pied-de-Port;Francia
oldarra;Concierto;28/08/2018;Euskera;Iglesia;Saint-Jean-Pied-de-Port;Francia
oldarra;Concierto;06/04/2018;Euskera;Eliza;Saint-Jean-Pied-de-Port;Francia
olentzero erakusketa;Exposicion;01/12/2018;Euskera;Mediateka;Saint-Jean-Pied-de-Port;Francia
Pasaiako Badia;Proyeccion audiovisual;18/02/2018;Euskera;Gaztetxea;Saint-Jean-Pied-de-Port;Francia
Saint Jean Pied de Port, architectures capitales;Conferencia;14/09/2018;Frances;Le Vauban zinegela;Saint-Jean-Pied-de-Port;Francia
Thierry Truffaut: Ihauteriak eta Maskaradak Pirinioetan;Conferencia;27/01/2018;Frances;Herriko Etxea;Saint-Jean-Pied-de-Port;Francia
uda batez;Danza;01/12/2018;Euskera;;Saint-Jean-Pied-de-Port;Francia
Xilaba Taldekako Bertsolari Txapelketa 2018 - Lehen fasea (Donibane Garazi);Bertsolarismo;03/11/2018;Euskera;Luisenia ostatua;Saint-Jean-Pied-de-Port;Francia
Xilaba Taldekako Bertsolari Txapelketa 2018 - Lehen fasea (Donibane Garazi);Bertsolarismo;03/11/2018;Euskera;Luisenia ostatua;Saint-Jean-Pied-de-Port;Francia
Aguxtin Alkhat & taldea;Concierto;22/09/2018;Euskera;Donibane-Ziburuko gaztetxea (Akotze);Saint-Jean-de-Luz;Francia
Amaren Alabak + Joseba Tapia + Haurrak;Concierto;26/10/2018;Euskera;;Saint-Jean-de-Luz;Francia
Amoria;Concierto;14/09/2018;Euskera;Eliza;Saint-Jean-de-Luz;Francia
Antton Curutcharry: 1512-1527 : Nafarroako konkista;Conferencia;25/01/2018;Euskera;Dukontenia;Saint-Jean-de-Luz;Francia
Arin korua;Concierto;29/10/2018;Euskera;;Saint-Jean-de-Luz;Francia
Arin korua;Concierto;10/05/2018;Euskera;;Saint-Jean-de-Luz;Francia
Arin korua;Concierto;16/04/2018;Euskera;;Saint-Jean-de-Luz;Francia
Arin korua;Concierto;23/07/2018;Euskera;Eliza;Saint-Jean-de-Luz;Francia
Arin korua - Coro Easo;Concierto;24/09/2018;Euskera;;Saint-Jean-de-Luz;Francia
Arin korua + oihal Berri otxotea;Concierto;30/04/2018;Euskera;Eliza;Saint-Jean-de-Luz;Francia
Arin korua + oskarbi taldea;Concierto;09/07/2018;Euskera;;Saint-Jean-de-Luz;Francia
Arin korua + Uztaritzeko txistulariak;Concierto;11/06/2018;Euskera;;Saint-Jean-de-Luz;Francia
Baleapop 2018;Festivales (Gazteinformazioa);23/08/2018;Euskera;;Saint-Jean-de-Luz;Francia
Begiraleak dantza taldea;Danza;28/10/2018;Euskera;;Saint-Jean-de-Luz;Francia
Begiraleak dantza taldea;Danza;26/08/2018;Euskera;;Saint-Jean-de-Luz;Francia
Beltza Gorria + Sutargi Abesbatza;Concierto;12/05/2018;Euskera;;Saint-Jean-de-Luz;Francia
Benito Lertxundi;Concierto;09/12/2018;Euskera;Jai Alai;Saint-Jean-de-Luz;Francia
Bertso saioa: Aitor Servier, Egoitz Zelaia;Bertsolarismo;10/06/2018;Euskera;;Saint-Jean-de-Luz;Francia
Bihotzez;Concierto;20/09/2018;Euskera;;Saint-Jean-de-Luz;Francia
Cumbiambero;Concierto;23/06/2018;Espanyol;Merkatuaren Eszenean;Saint-Jean-de-Luz;Francia
Cumbiambero;Concierto;23/06/2018;Euskera;;Saint-Jean-de-Luz;Francia
Dantza Piko;Danza;23/06/2018;Euskera;Luis XIV plaza;Saint-Jean-de-Luz;Francia
Donibane kantuz;Concierto;24/06/2018;Euskera;Luis XIV plaza;Saint-Jean-de-Luz;Francia
Donibane Lohizuneko Irakurketa Kluba;otros;31/05/2018;Euskera;;Saint-Jean-de-Luz;Francia
